,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_COUNTRY,DEST_COUNTRY_NAME,DEST_WAC,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS,DATA_SOURCE,Unnamed: 50
22555,0.0,8.0,1647043.0,0.0,0.0,1212684.0,0.0,4153.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,6,683,2,2015,1,3,9,G,IF,
22562,0.0,13.0,1155183.0,4017.0,2929.0,10129.0,0.0,4095.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,14228,1422802,34228,PPT,"Papeete, French Polynesia",,,,PF,French Polynesia,823,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,627,1,2015,1,3,9,F,IF,
22563,0.0,26.0,2302225.0,7968.0,7441.0,289920.0,0.0,5583.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,6,627,1,2015,1,3,12,F,IF,
22564,0.0,1.0,111140.0,295.0,278.0,22.0,0.0,5583.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,6,637,1,2015,1,3,12,F,IF,
22565,0.0,1.0,83600.0,275.0,259.0,4488.0,0.0,5583.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,8,873,1,2015,1,3,12,F,IF,
22566,0.0,2.0,256722.0,1024.0,835.0,0.0,0.0,5583.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,8,882,1,2015,1,3,12,F,IF,
22633,0.0,9.0,821700.0,2403.0,577.0,64511.0,0.0,6055.0,0.0,0.0,RJ,19568.0,Alia-(The) Royal Jordanian,9639A,I,RJ,Alia-(The) Royal Jordanian,0,0.0,10287,1028703,30164,AMM,"Amman, Jordan",,,,JO,Jordan,639,11433,1143302,31295,DTW,"Detroit, MI",MI,26.0,Michigan,US,United States,43,8,887,1,2015,1,3,13,F,IF,
22634,0.0,14.0,1262800.0,3738.0,1950.0,277204.0,0.0,5738.0,0.0,0.0,RJ,19568.0,Alia-(The) Royal Jordanian,9639A,I,RJ,Alia-(The) Royal Jordanian,0,0.0,10287,1028703,30164,AMM,"Amman, Jordan",,,,JO,Jordan,639,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,8,887,1,2015,1,3,12,F,IF,
22635,0.0,18.0,1504800.0,4806.0,3608.0,257840.0,0.0,6236.0,0.0,0.0,RJ,19568.0,Alia-(The) Royal Jordanian,9639A,I,RJ,Alia-(The) Royal Jordanian,0,0.0,10287,1028703,30164,AMM,"Amman, Jordan",,,,JO,Jordan,639,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,8,887,1,2015,1,3,13,F,IF,
22636,0.0,9.0,821700.0,2403.0,1081.0,20695.0,0.0,6055.0,0.0,0.0,RJ,19568.0,Alia-(The) Royal Jordanian,9639A,I,RJ,Alia-(The) Royal Jordanian,0,0.0,11433,1143302,31295,DTW,"Detroit, MI",MI,26.0,Michigan,US,United States,43,10287,1028703,30164,AMM,"Amman, Jordan",,,,JO,Jordan,639,8,887,1,2015,1,3,13,F,IF,
22637,0.0,14.0,1278200.0,3738.0,2368.0,170559.0,0.0,5738.0,0.0,0.0,RJ,19568.0,Alia-(The) Royal Jordanian,9639A,I,RJ,Alia-(The) Royal Jordanian,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,10287,1028703,30164,AMM,"Amman, Jordan",,,,JO,Jordan,639,8,887,1,2015,1,3,12,F,IF,
22638,0.0,18.0,1643400.0,4806.0,3704.0,170628.0,0.0,6236.0,0.0,0.0,RJ,19568.0,Alia-(The) Royal Jordanian,9639A,I,RJ,Alia-(The) Royal Jordanian,0,0.0,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,10287,1028703,30164,AMM,"Amman, Jordan",,,,JO,Jordan,639,8,887,1,2015,1,3,13,F,IF,
22644,0.0,19.0,4642812.0,0.0,0.0,4070033.0,0.0,7057.0,0.0,0.0,Y8,21266.0,Yangtze River Express Airlines Company,71050,I,Y8,Yangtze River Express Airlines Company,0,0.0,14309,1430902,34309,PVG,"Shanghai, China",,,,CN,China,713,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,8,820,2,2015,1,3,15,G,IF,
22647,0.0,7.0,1817200.0,0.0,0.0,96254.0,0.0,5678.0,0.0,0.0,5C,20200.0,C.A.L Cargo Airlines,9636B,I,5C,C.A.L Cargo Airlines,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,15258,1525802,35258,TLV,"Tel Aviv, Israel",,,,IL,Israel,636,8,818,2,2015,1,2,12,G,IF,
22649,0.0,6.0,1557600.0,0.0,0.0,27555.0,0.0,5678.0,0.0,0.0,5C,20200.0,C.A.L Cargo Airlines,9636B,I,5C,C.A.L Cargo Airlines,0,0.0,15258,1525802,35258,TLV,"Tel Aviv, Israel",,,,IL,Israel,636,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,8,818,2,2015,1,2,12,G,IF,
22657,0.0,9.0,1425600.0,0.0,0.0,560850.0,0.0,4680.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,7,740,2,2015,1,2,10,G,IF,
22658,0.0,43.0,9933000.0,0.0,0.0,7245876.0,0.0,4680.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,8,820,2,2015,1,2,10,G,IF,
22664,0.0,28.0,3449600.0,9164.0,7853.0,459483.0,0.0,7807.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,6,627,1,2015,1,2,16,F,IF,
22666,0.0,84.0,10348800.0,26652.0,22717.0,1494704.0,0.0,6799.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,6,627,1,2015,1,2,14,F,IF,
22669,0.0,19.0,2508000.0,7068.0,6345.0,440484.0,0.0,6074.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,US,United States,93,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,8,819,1,2015,1,2,13,F,IF,
22671,0.0,56.0,6899200.0,17528.0,15220.0,595008.0,0.0,6469.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,6,627,1,2015,1,2,13,F,IF,
22672,0.0,9.0,1683000.0,0.0,0.0,1432508.0,0.0,4680.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,7,740,2,2015,1,2,10,G,IF,
22673,0.0,56.0,14784000.0,0.0,0.0,10867118.0,0.0,4680.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,8,820,2,2015,1,2,10,G,IF,
22675,0.0,28.0,3572800.0,9164.0,5652.0,1133678.0,0.0,7807.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,6,627,1,2015,1,2,16,F,IF,
22676,0.0,84.0,10718400.0,26652.0,19429.0,3229402.0,0.0,6799.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,627,1,2015,1,2,14,F,IF,
22677,0.0,19.0,2633400.0,7068.0,5014.0,411666.0,0.0,6074.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,US,United States,93,8,819,1,2015,1,2,13,F,IF,
22678,0.0,56.0,7145600.0,17528.0,14345.0,1838626.0,0.0,6469.0,0.0,0.0,BR,20005.0,Eva Airways Corporation,9781B,I,BR,Eva Airways Corporation,0,0.0,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,6,627,1,2015,1,2,13,F,IF,
22682,0.0,11.0,1059300.0,2918.0,2164.0,146003.0,0.0,4157.0,0.0,0.0,TP,19576.0,Tap-Portuguese Airlines,9469A,I,TP,Tap-Portuguese Airlines,0,0.0,12991,1299102,32991,LIS,"Lisbon, Portugal",,,,PT,Portugal,469,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,6,696,1,2015,1,2,9,F,IF,
22683,0.0,1.0,99000.0,268.0,251.0,21006.0,0.0,4157.0,0.0,0.0,TP,19576.0,Tap-Portuguese Airlines,9469A,I,TP,Tap-Portuguese Airlines,0,0.0,12991,1299102,32991,LIS,"Lisbon, Portugal",,,,PT,Portugal,469,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,8,873,1,2015,1,2,9,F,IF,
22684,0.0,11.0,1059300.0,2918.0,2166.0,102535.0,0.0,4157.0,0.0,0.0,TP,19576.0,Tap-Portuguese Airlines,9469A,I,TP,Tap-Portuguese Airlines,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,12991,1299102,32991,LIS,"Lisbon, Portugal",,,,PT,Portugal,469,6,696,1,2015,1,2,9,F,IF,
22685,0.0,1.0,99000.0,268.0,268.0,11273.0,0.0,4157.0,0.0,0.0,TP,19576.0,Tap-Portuguese Airlines,9469A,I,TP,Tap-Portuguese Airlines,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,12991,1299102,32991,LIS,"Lisbon, Portugal",,,,PT,Portugal,469,8,873,1,2015,1,2,9,F,IF,
22698,0.0,31.0,3039351.0,8959.0,7326.0,817841.0,0.0,4117.0,0.0,0.0,AY,19538.0,Finnair Oy,9425A,I,AY,Finnair Oy,0,0.0,12101,1210102,32101,HEL,"Helsinki, Finland",,,,FI,Finland,425,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,6,696,1,2015,1,3,9,F,IF,
22699,0.0,9.0,911585.0,2322.0,1981.0,309738.0,0.0,5184.0,0.0,0.0,AY,19538.0,Finnair Oy,9425A,I,AY,Finnair Oy,0,0.0,12101,1210102,32101,HEL,"Helsinki, Finland",,,,FI,Finland,425,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,6,696,1,2015,1,3,11,F,IF,
22700,0.0,31.0,3073948.0,8959.0,6563.0,474525.0,0.0,4117.0,0.0,0.0,AY,19538.0,Finnair Oy,9425A,I,AY,Finnair Oy,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,12101,1210102,32101,HEL,"Helsinki, Finland",,,,FI,Finland,425,6,696,1,2015,1,3,9,F,IF,
22701,0.0,9.0,911346.0,2322.0,2018.0,25304.0,0.0,5184.0,0.0,0.0,AY,19538.0,Finnair Oy,9425A,I,AY,Finnair Oy,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,12101,1210102,32101,HEL,"Helsinki, Finland",,,,FI,Finland,425,6,696,1,2015,1,3,11,F,IF,
22702,0.0,1.0,91740.0,291.0,290.0,11000.0,0.0,4249.0,0.0,0.0,BY,19869.0,Britannia Airways Ltd.,9493D,I,BY,Britannia Airways Ltd.,0,0.0,10608,1060802,30608,BHX,"Birmingham, United Kingdom",,,,GB,United Kingdom,493,14761,1476104,34761,SFB,"Sanford, FL",FL,12.0,Florida,US,United States,33,6,626,1,2015,1,3,9,L,IF,
22703,0.0,1.0,91740.0,291.0,291.0,18119.0,0.0,4332.0,0.0,0.0,BY,19869.0,Britannia Airways Ltd.,9493D,I,BY,Britannia Airways Ltd.,0,0.0,12966,1296603,30730,LGW,"London, United Kingdom",,,,GB,United Kingdom,493,14761,1476104,34761,SFB,"Sanford, FL",FL,12.0,Florida,US,United States,33,6,626,1,2015,1,3,9,L,IF,
22704,0.0,3.0,275220.0,873.0,872.0,17703.0,0.0,4215.0,0.0,0.0,BY,19869.0,Britannia Airways Ltd.,9493D,I,BY,Britannia Airways Ltd.,0,0.0,13165,1316502,33165,MAN,"Manchester, United Kingdom",,,,GB,United Kingdom,493,14761,1476104,34761,SFB,"Sanford, FL",FL,12.0,Florida,US,United States,33,6,626,1,2015,1,3,9,L,IF,
22705,0.0,1.0,91740.0,291.0,289.0,0.0,0.0,4219.0,0.0,0.0,BY,19869.0,Britannia Airways Ltd.,9493D,I,BY,Britannia Airways Ltd.,0,0.0,13628,1362804,33628,NCL,"Newcastle, United Kingdom",,,,GB,United Kingdom,493,14761,1476104,34761,SFB,"Sanford, FL",FL,12.0,Florida,US,United States,33,6,626,1,2015,1,3,9,L,IF,
22706,0.0,1.0,26400.0,19.0,13.0,0.0,0.0,5182.0,0.0,0.0,CRV,21406.0,Acropolis Aviation Ltd.,71083,I,CRV,Acropolis Aviation Ltd.,0,0.0,11789,1178903,30194,FTW,"Dallas/Fort Worth, TX",TX,48.0,Texas,US,United States,74,13143,1314304,33140,LYS,"Lyon, France",,,,FR,France,427,6,698,1,2015,1,3,11,L,IF,
22713,0.0,12.0,1156019.0,3395.0,3032.0,199676.0,0.0,4072.0,0.0,0.0,EI,19623.0,Aer Lingus Plc,9441B,I,EI,Aer Lingus Plc,0,0.0,11435,1143502,31435,DUB,"Dublin, Ireland",,,,IE,Ireland,441,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,US,United States,33,6,696,1,2015,1,3,9,F,IF,
22715,0.0,18.0,1687983.0,4991.0,3944.0,287320.0,0.0,5098.0,0.0,0.0,EI,19623.0,Aer Lingus Plc,9441B,I,EI,Aer Lingus Plc,0,0.0,11435,1143502,31435,DUB,"Dublin, Ireland",,,,IE,Ireland,441,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,6,696,1,2015,1,3,11,F,IF,
22718,0.0,12.0,1149931.0,3395.0,2694.0,115925.0,0.0,4072.0,0.0,0.0,EI,19623.0,Aer Lingus Plc,9441B,I,EI,Aer Lingus Plc,0,0.0,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,US,United States,33,11435,1143502,31435,DUB,"Dublin, Ireland",,,,IE,Ireland,441,6,696,1,2015,1,3,9,F,IF,
22720,0.0,18.0,1687983.0,4991.0,3747.0,231128.0,0.0,5098.0,0.0,0.0,EI,19623.0,Aer Lingus Plc,9441B,I,EI,Aer Lingus Plc,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,11435,1143502,31435,DUB,"Dublin, Ireland",,,,IE,Ireland,441,6,696,1,2015,1,3,11,F,IF,
22723,0.0,17.0,4428497.0,3621.0,3205.0,109890.0,0.0,6737.0,0.0,0.0,HU,21271.0,Hainan Airlines Company Limited,71051,I,HU,Hainan Airlines Company Limited,0,0.0,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,US,United States,13,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,8,887,1,2015,1,3,14,F,IF,
22724,0.0,14.0,3646997.0,2982.0,2743.0,141827.0,0.0,6579.0,0.0,0.0,HU,21271.0,Hainan Airlines Company Limited,71051,I,HU,Hainan Airlines Company Limited,0,0.0,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,8,887,1,2015,1,3,14,F,IF,
22725,0.0,17.0,4428497.0,3621.0,3237.0,280757.0,0.0,6737.0,0.0,0.0,HU,21271.0,Hainan Airlines Company Limited,71051,I,HU,Hainan Airlines Company Limited,0,0.0,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,US,United States,13,8,887,1,2015,1,3,14,F,IF,
22726,0.0,14.0,3646997.0,2982.0,2372.0,226710.0,0.0,6579.0,0.0,0.0,HU,21271.0,Hainan Airlines Company Limited,71051,I,HU,Hainan Airlines Company Limited,0,0.0,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,8,887,1,2015,1,3,14,F,IF,
22727,0.0,22.0,5730996.0,4686.0,4109.0,626628.0,0.0,5407.0,0.0,0.0,HU,21271.0,Hainan Airlines Company Limited,71051,I,HU,Hainan Airlines Company Limited,0,0.0,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,US,United States,93,8,887,1,2015,1,3,11,F,IF,
22728,0.0,22.0,5730996.0,4686.0,4455.0,156119.0,0.0,5407.0,0.0,0.0,HU,21271.0,Hainan Airlines Company Limited,71051,I,HU,Hainan Airlines Company Limited,0,0.0,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,US,United States,93,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,8,887,1,2015,1,3,11,F,IF,
22734,0.0,16.0,3612963.0,0.0,0.0,3043130.0,0.0,4633.0,0.0,0.0,L7,21376.0,Lan Colombia,71078,I,L7,Lan Colombia,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,10292,1029202,30292,AMS,"Amsterdam, Netherlands",,,,NL,Netherlands,461,6,683,2,2015,1,3,10,G,IF,
22737,0.0,2.0,457820.0,0.0,0.0,397225.0,0.0,4162.0,0.0,0.0,L7,21376.0,Lan Colombia,71078,I,L7,Lan Colombia,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,11915,1191501,31915,GIG,"Rio de Janeiro, Brazil",,,,BR,Brazil,316,6,683,2,2015,1,3,9,G,IF,
22745,0.0,2.0,391648.0,0.0,0.0,361577.0,0.0,4024.0,0.0,0.0,L7,21376.0,Lan Colombia,71078,I,L7,Lan Colombia,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,15567,1556701,30966,VCP,"Sao Paulo, Brazil",,,,BR,Brazil,316,6,683,2,2015,1,3,9,G,IF,
22751,0.0,14.0,915961.0,4270.0,2725.0,319266.0,0.0,6593.0,0.0,0.0,SV,19624.0,Saudi Arabian Airlines Corp,9670A,I,SV,Saudi Arabian Airlines Corp,0,0.0,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,12472,1247201,32472,JED,"Jeddah, Saudi Arabia",,,,SA,Saudi Arabia,670,6,627,1,2015,1,3,14,F,IF,
22752,0.0,17.0,1112239.0,5185.0,2395.0,301233.0,0.0,6750.0,0.0,0.0,SV,19624.0,Saudi Arabian Airlines Corp,9670A,I,SV,Saudi Arabian Airlines Corp,0,0.0,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,14645,1464503,34645,RUH,"Riyadh, Saudi Arabia",,,,SA,Saudi Arabia,670,6,627,1,2015,1,3,14,F,IF,
22753,0.0,14.0,915961.0,4270.0,3010.0,279662.0,0.0,6593.0,0.0,0.0,SV,19624.0,Saudi Arabian Airlines Corp,9670A,I,SV,Saudi Arabian Airlines Corp,0,0.0,12472,1247201,32472,JED,"Jeddah, Saudi Arabia",,,,SA,Saudi Arabia,670,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,6,627,1,2015,1,3,14,F,IF,
22754,0.0,15.0,1438061.0,3810.0,2650.0,225680.0,0.0,6365.0,0.0,0.0,SV,19624.0,Saudi Arabian Airlines Corp,9670A,I,SV,Saudi Arabian Airlines Corp,0,0.0,12472,1247201,32472,JED,"Jeddah, Saudi Arabia",,,,SA,Saudi Arabia,670,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,6,627,1,2015,1,3,13,F,IF,
22755,0.0,13.0,850535.0,3965.0,2774.0,19166.0,0.0,8327.0,0.0,0.0,SV,19624.0,Saudi Arabian Airlines Corp,9670A,I,SV,Saudi Arabian Airlines Corp,0,0.0,12472,1247201,32472,JED,"Jeddah, Saudi Arabia",,,,SA,Saudi Arabia,670,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,627,1,2015,1,3,17,F,IF,
22756,0.0,15.0,1393575.0,3778.0,2639.0,221617.0,0.0,6365.0,0.0,0.0,SV,19624.0,Saudi Arabian Airlines Corp,9670A,I,SV,Saudi Arabian Airlines Corp,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,12472,1247201,32472,JED,"Jeddah, Saudi Arabia",,,,SA,Saudi Arabia,670,6,627,1,2015,1,3,13,F,IF,
22757,0.0,14.0,915961.0,4270.0,1965.0,376787.0,0.0,6524.0,0.0,0.0,SV,19624.0,Saudi Arabian Airlines Corp,9670A,I,SV,Saudi Arabian Airlines Corp,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,14645,1464503,34645,RUH,"Riyadh, Saudi Arabia",,,,SA,Saudi Arabia,670,6,627,1,2015,1,3,14,F,IF,
22758,0.0,12.0,785110.0,3660.0,2322.0,257950.0,0.0,8327.0,0.0,0.0,SV,19624.0,Saudi Arabian Airlines Corp,9670A,I,SV,Saudi Arabian Airlines Corp,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,12472,1247201,32472,JED,"Jeddah, Saudi Arabia",,,,SA,Saudi Arabia,670,6,627,1,2015,1,3,17,F,IF,
22759,0.0,1.0,65426.0,305.0,152.0,16148.0,0.0,8327.0,0.0,0.0,SV,19624.0,Saudi Arabian Airlines Corp,9670A,I,SV,Saudi Arabian Airlines Corp,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,12472,1247201,32472,JED,"Jeddah, Saudi Arabia",,,,SA,Saudi Arabia,670,6,627,1,2015,1,3,17,L,IF,
22760,0.0,17.0,1112239.0,5185.0,2659.0,264359.0,0.0,6750.0,0.0,0.0,SV,19624.0,Saudi Arabian Airlines Corp,9670A,I,SV,Saudi Arabian Airlines Corp,0,0.0,14645,1464503,34645,RUH,"Riyadh, Saudi Arabia",,,,SA,Saudi Arabia,670,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,6,627,1,2015,1,3,14,F,IF,
22761,0.0,14.0,915961.0,4270.0,2341.0,289544.0,0.0,6524.0,0.0,0.0,SV,19624.0,Saudi Arabian Airlines Corp,9670A,I,SV,Saudi Arabian Airlines Corp,0,0.0,14645,1464503,34645,RUH,"Riyadh, Saudi Arabia",,,,SA,Saudi Arabia,670,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,6,627,1,2015,1,3,14,F,IF,
22849,0.0,1.0,10560.0,32.0,3.0,0.0,0.0,4692.0,0.0,0.0,0CQ,21196.0,ACM AIR CHARTER GmbH,71035,I,0CQ,ACM AIR CHARTER GmbH,0,0.0,10517,1051703,30517,BCN,"Barcelona, Spain",,,,ES,Spain,482,13898,1389803,32467,OPF,"Miami, FL",FL,12.0,Florida,US,United States,33,6,614,1,2015,1,3,10,L,IF,
22850,0.0,1.0,10560.0,32.0,2.0,0.0,0.0,4827.0,0.0,0.0,0CQ,21196.0,ACM AIR CHARTER GmbH,71035,I,0CQ,ACM AIR CHARTER GmbH,0,0.0,13898,1389803,32467,OPF,"Miami, FL",FL,12.0,Florida,US,United States,33,11760,1176003,31760,FRA,"Frankfurt, Germany",,,,DE,Germany,429,6,614,1,2015,1,3,10,L,IF,
22851,0.0,1.0,3520.0,14.0,1.0,0.0,0.0,5112.0,0.0,0.0,0CQ,21196.0,ACM AIR CHARTER GmbH,71035,I,0CQ,ACM AIR CHARTER GmbH,0,0.0,14717,1471704,34717,SCL,"Santiago, Chile",,,,CL,Chile,324,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34.0,New Jersey,US,United States,21,6,658,1,2015,1,3,11,L,IF,
